Recipe Title,Region,Country,Servings,Calories (KCal),Protein (g),Fat (g),More Info,primary_key
Spiced Turnips (Shalgam Masala),Indian Subcontinent,Indian,4,477.0,8.66,29.34,more info,1468
Jeera Rice,Indian Subcontinent,Indian,4,109.04,0.87,10.62,more info,1469
Roasted Grapes and Carrots,Indian Subcontinent,Indian,8,916.51,8.11,29.02,more info,1470
Potatoes Madras,Indian Subcontinent,Indian,4,1439.84,46.76,45.63,more info,1471
Paneer Makhani,Indian Subcontinent,Indian,4,1634.22,88.67,49.35,more info,1472
Exotic Brinjal (Spicy Eggplant),Indian Subcontinent,Indian,6,763.88,11.27,58.85,more info,1473
Sarson Ka Saag (Indian Mustard Greens),Indian Subcontinent,Indian,6,204.56,21.05,3.14,more info,1474
Coconut Rice,Indian Subcontinent,Indian,8,860.52,9.33,86.45,more info,1475
Brinjal (Eggplant) in Coconut Milk,Indian Subcontinent,Indian,6,698.69,6.84,72.55,more info,1476
Carrot Rice,Indian Subcontinent,Indian,6,413.29,12.23,29.72,more info,1477
Coconut Sevai (Rice Noodles),Indian Subcontinent,Indian,6,2223.41,35.15,81.1,more info,1478
Masale Aaloo (Spice Potatoes),Indian Subcontinent,Indian,4,371.55,0.89,41.98,more info,1479
Curried Peas,Indian Subcontinent,Indian,4,694.48,100.74,10.08,more info,1480
Indian Vegetable Bhaji,Indian Subcontinent,Indian,6,800.28,26.24,30.76,more info,1481
Faux Bombay Potatoes,Indian Subcontinent,Indian,4,532.26,2.02,54.8,more info,1482
South Indian Lentil Kootu,Indian Subcontinent,Indian,4,752.62,26.38,36.38,more info,1483
Indian Curried Barley Pilaf,Indian Subcontinent,Indian,6,2351.3,82.86,96.51,more info,1484
Curried Hash Browns,Indian Subcontinent,Indian,2,305.83,8.17,7.69,more info,1485
Spicy Sesame Potatoes (Til Aloo),Indian Subcontinent,Indian,6,342.66,3.62,32.55,more info,1486
Spiced Eggplant Indian Style,Indian Subcontinent,Indian,4,1448.39,50.99,81.73,more info,1487
Spinach and Cauliflower Bhaji,Indian Subcontinent,Indian,4,981.33,27.44,63.43,more info,1488
Yogurt Rice,Indian Subcontinent,Indian,4,192.59,10.62,10.01,more info,1489
Indian-Inspired Cauliflower and Potato Casserole,Indian Subcontinent,Indian,10,2131.17,25.89,201.44,more info,1490
Saffron Rice,Indian Subcontinent,Indian,6,700.0,21.81,57.64,more info,1491
Potatoes with Fresh Ginger and Chilies,Indian Subcontinent,Indian,4,613.79,6.69,55.65,more info,1492
Okra Fry,Indian Subcontinent,Indian,2,522.93,9.48,42.13,more info,1493
Indian Broccoli Junka,Indian Subcontinent,Indian,4,514.11,3.63,42.37,more info,1494
Garadu (Baked Yams),Indian Subcontinent,Indian,4,2025.81,31.61,57.49,more info,1495
Vegetable Pancake,Indian Subcontinent,Indian,4,427.82,19.9,16.13,more info,1496
Vagharela Bhath,Indian Subcontinent,Indian,4,3270.79,76.46,7.78,more info,1497
Rajma (Kidney Beans),Indian Subcontinent,Indian,6,464.93,28.1,18.56,more info,1498
Indian Stuffed Eggplant,Indian Subcontinent,Indian,8,87.28,2.84,1.2,more info,1499
Sweet Honey French Bread,French,French,12,1079.53,32.82,13.54,more info,1500
Ben's Bearnaise Sauce,French,French,6,1605.63,54.21,133.3,more info,1501
Bearnaise Sauce I,French,French,10,949.58,33.43,75.77,more info,1502
Regular Crepes,French,French,12,667.7,33.27,39.86,more info,1503
Mixed Citrus Vinaigrette,French,French,20,976.61,0.3,108.29,more info,1504
Strawberry Fritters with Chocolate Sauce,French,French,6,750.77,29.76,47.6,more info,1505
Croissants,French,French,12,1333.44,39.9,114.07,more info,1506
Roasted Roma Vinaigrette,French,French,64,5698.39,190.01,481.35,more info,1507
Fougasse,French,French,20,535.19,1.37,54.62,more info,1508
Aioli (Garlic Mayonnaise),French,French,8,56.97,2.79,4.51,more info,1509
Chocolate Hazelnut Fruit Crepes,French,French,4,1988.4,22.87,127.75,more info,1510
Mah's Red Wine Dressing,French,French,3,119.75,0.35,12.03,more info,1511
Vanilla Crepes,French,French,12,999.98,32.99,61.51,more info,1512
Roquefort_Bleu Cheese Dressing,French,French,10,1236.3,18.72,122.05,more info,1513
Disney's Ratatouille,French,French,4,343.71,10.68,14.59,more info,1514
The Best Lemon Vinaigrette,French,French,8,981.34,0.47,108.14,more info,1515
How to Make French Baguettes,French,French,6,4.6,0.1,0.04,more info,1516
Mango Frappe,French,French,3,197.82,2.9,1.04,more info,1517
Orange Citrus Vinaigrette,French,French,10,284.68,0.97,27.2,more info,1518
Artichokes French,French,French,4,941.27,23.09,88.84,more info,1519
Creamy Au Gratin Potatoes,French,French,4,618.18,25.14,37.71,more info,1520
Pain de Campagne - Country French Bread,French,French,8,3334.17,112.31,16.46,more info,1521
Sauteed Mushrooms (Quick and Simple),French,French,2,339.74,3.36,34.3,more info,1522
Hal's Wine Mustard,French,French,48,827.76,20.04,14.44,more info,1523
Salade Lyonnaise,French,French,4,361.89,26.31,19.12,more info,1524
Sauteed Cucumbers,French,French,4,692.86,21.9,57.75,more info,1525
Rosemary French Bread,French,French,10,1055.56,35.56,7.13,more info,1526
Fondant Potatoes,French,French,6,295.56,13.58,22.91,more info,1527
Rich and Creamy Potatoes Au Gratin,French,French,8,2722.13,351.95,135.51,more info,1528
French Baguettes,French,French,12,1339.92,43.72,10.19,more info,1529
Real French Crepes,French,French,7,369.18,21.65,20.71,more info,1530
French Bread,French,French,30,66.96,7.08,0.43,more info,1531
Basic Crepes,French,French,4,388.42,21.74,27.89,more info,1532
French 75 Cocktail,French,French,1,48.73,0.04,0.01,more info,1533
Mel's Eclairs,French,French,6,768.71,26.76,28.67,more info,1534
Dessert Crepes,French,French,8,703.36,38.14,41.39,more info,1535
Basic Bechamel Sauce,French,French,8,1025.74,44.13,68.11,more info,1536
Salad Nicoise,French,French,4,1256.4,53.48,100,more info,1537
Crepes,French,French,3,220.34,13.96,12.73,more info,1538
Frangipane,French,French,16,1764.57,46.84,100.63,more info,1539
Broccoli Polonaise,French,French,4,628.52,33.62,23.94,more info,1540
Mulled Wine (Vin Chaud),French,French,4,277.73,1.68,2.99,more info,1541
Roasted Asparagus with Herbes de Provence,French,French,4,238.68,0,27,more info,1542
New Potatoes with Roasted Garlic Vinaigrette,French,French,8,1352.8,27.46,42.61,more info,1543
Frenchie's Salad Dressing,French,French,28,1665.14,29.45,69.63,more info,1544
Orange-Anise Crepes,French,French,6,689.54,39.45,41.77,more info,1545
Gratin de Courgettes au Parmesan (Zucchini and Parmesan Gratin),French,French,4,993.29,61.26,51.45,more info,1546
Pear Vinaigrette,French,French,12,1044.76,0.93,108.28,more info,1547
Pastry Cream,French,French,8,977.17,32.47,44.15,more info,1548
Reunion Rum Punch,French,French,10,1162.6,7.23,2.4,more info,1549
Ratatouille with Curry,French,French,8,510.32,11.26,29.07,more info,1550
Basic Beurre Blanc,French,French,12,2164.8,65.34,183.63,more info,1551
French Silk Frosting,French,French,12,939.37,29.44,77.78,more info,1552
Dijonnaise™ Potatoes,French,French,6,393.48,13.63,25.74,more info,1553
Kir,French,French,1,-,-,-,more info,1554
Braseltouille - Meatatarian Ratatouille,French,French,6,1068.82,103.11,47.99,more info,1555
French Shrimp Salad,French,French,6,1384.6,92.9,72.75,more info,1556
Baked Zucchini de Provence,French,French,4,80.93,8.89,1.13,more info,1557
No-Knead Artisan Style Bread,French,French,6,1.72,0.06,0.05,more info,1558
Chocolate Ganache,French,French,16,1933.79,23.28,152.06,more info,1559
Pommes Anna with Gruyere,French,French,4,1324.65,179.47,60.53,more info,1560
Garlic Crouton Slices,French,French,15,378.94,0.95,40.56,more info,1561
Chef Filip's Sourbread,French,French,20,3709.85,123.12,17.06,more info,1562
Chef John's Butterless Bearnaise Sauce,French,French,4,112.36,5.51,9.06,more info,1563
French Pastry Pie Crust,French,French,16,2030.88,6.28,209.75,more info,1564
Gratin Dauphinois de Solange,French,French,6,1723,27.3,109.07,more info,1565
Eclairs I,French,French,10,1042.41,43.16,42.77,more info,1566
Garlic Mayonnaise,French,French,12,2523.1,6.53,279.11,more info,1567
Poutine,French,French,6,1150.39,86.81,57.12,more info,1568
Jeff's Bordelaise Sauce,French,French,4,1698.32,30.68,145.22,more info,1569
Simple French Herb Salad Mix,French,French,8,28.84,1.77,0.27,more info,1570
Ganache II,French,French,24,3804.52,60.11,294.26,more info,1571
Creme Brulee Pancakes,French,French,8,923.92,24.78,47.16,more info,1572
Creme Anglaise Sauce,French,French,2,778.5,8.8,52.32,more info,1573
Quick Butter Croissants,French,French,16,1096.6,22.52,76.52,more info,1574
How to Make Bordelaise Sauce,French,French,6,28.5,0.89,2.4,more info,1575
Pro Ganache,French,French,32,840.19,6.82,86.59,more info,1576
Tartiflette,French,French,12,1889.02,54.48,98.96,more info,1577
Bordelaise Sauce with Mushrooms,French,French,4,164.81,6.11,7.76,more info,1578
Southern French Dressing,French,French,48,2973.77,6.31,219.82,more info,1579
Matthew's Bearnaise Sauce,French,French,4,857.02,29.8,71.17,more info,1580
Eggless Crepes,French,French,4,858.87,13.44,71.02,more info,1581
French Crepes,French,French,12,699.43,39.55,44.62,more info,1582
Pumpkin Brioche,French,French,10,2156.27,72.71,139.75,more info,1583
Lyonnaise Potatoes,French,French,6,1922.05,49.01,86.08,more info,1584
Creme Fraiche,French,French,16,816,6.81,86.59,more info,1585
Tarte a l'Oignon (French Onion Pie),French,French,10,2053.46,74.84,156.64,more info,1586
Vegan Crepes,French,French,4,564.25,0.11,45.42,more info,1587
Traditional Layered French Croissants,French,French,24,2663.72,82.65,207.28,more info,1588
French Short Pastry,French,French,10,813.79,0.96,92.05,more info,1589
Ratatouille with Polenta Rounds,French,French,6,1678.25,65.08,94.98,more info,1590
Grandma's Rice,French,French,4,742.27,16.98,1.58,more info,1591
Orange Vinaigrette Dressing,French,French,6,508.31,0.58,54.19,more info,1592
Quick Garlic Aioli,French,French,8,854.64,1.49,92.9,more info,1593
Mediterranean Summer Tomatoes,French,French,6,1787.86,30.14,111.03,more info,1594
French Country Bread,French,French,30,1149.85,40.47,6.41,more info,1595
French Lentil Salad with Goat Cheese,French,French,4,460.37,14.17,43.81,more info,1596
Love Letter - Crepes,French,French,8,889.01,34.66,62.36,more info,1597
French Tartiflette,French,French,4,962.82,29.05,85.14,more info,1598
Chocolate Crepes,French,French,15,1677,36.98,147.47,more info,1599
Grandma's French Dressing,French,French,8,1420.59,0.42,163.68,more info,1600
Rice with Herbes de Provence,French,French,4,848.41,25.3,6.98,more info,1601
Savory French Crepes,French,French,4,1223.93,75.3,79.97,more info,1602
Warm Belgian Endive and Pine Nut Salad,French,French,4,308.72,6.3,30.81,more info,1603
Sweet Pepper French Dressing,French,French,16,1722.53,0.16,162.04,more info,1604
Crusty French Bread,French,French,16,372.84,5.02,27.31,more info,1605
Fabulous French Loaves,French,French,30,3782.4,108.84,89.55,more info,1606
Real Poutine,French,French,4,833.73,67.16,43.31,more info,1607
Raspberry Pain au Chocolat (Raspberry Chocolate Croissants),French,French,18,71.5,6.28,4.75,more info,1608
Aunt Betty's French Dressing,French,French,24,1569.89,1.42,109.66,more info,1609
French Brioche,French,French,15,1560.64,59.88,109.74,more info,1610
The French Bread,French,French,16,224.02,7.87,12.09,more info,1611
Green Onion-Parmesan Mornay Sauce,French,French,6,3148.21,115.51,265.16,more info,1612
Parmesan-Crusted Au Gratin Potatoes and Onion,French,French,10,2757.39,82.96,101.71,more info,1613
Artichauts Vinaigrette (Artichokes with French Vinaigrette),French,French,4,967.26,0,108,more info,1614
Chef John's Homemade Cheese,French,French,6,597.59,30.77,31.93,more info,1615
Blender Hollandaise Sauce,French,French,6,851.57,29.51,71.17,more info,1616
Creamy French Fried Vegetable Casserole,French,French,6-8,373.91,14.21,5.86,more info,1617
Apple French Toast Casserole,French,French,4-6,2463.52,68.47,67.33,more info,1618
Green and White Asparagus Salad,French,French,6-8,16.98,0.03,0,more info,1619
Coconut Croissant Bread Pudding,French,French,12,3024.88,76.81,187.63,more info,1620
Chalet Hot Raspberry Sauce Garnished With Raspberries and Mint,French,French,2 cups,509.88,2.4,1.31,more info,1621
Brazen Brie Soup,French,French,4 small portions,871.01,47.4,55.9,more info,1622
Simplest and Tastiest Vinaigrette,French,French,4,954.72,0,108,more info,1623
Easy Soft French Bread,French,French,20,4826.73,79.54,30.84,more info,1624
The Best French Salad Dressing,French,French,3 1/2 cups (approx),1010.88,0.75,112.49,more info,1625
Lavender Lemon Sorbet,French,French,8,819.4,0.21,0.14,more info,1626
French Style Green Beans,French,French,4,397.39,16.32,22.6,more info,1627
"Lavender Dijon Dressing-Marinade for Salads, Chicken and Fish",French,French,1/2 cup dressing or marinade,9.83,0.18,0.03,more info,1628
Bistro Potatoes Sauteed With Garlic & Walnut Oil,French,French,4,500.38,0.77,54.6,more info,1629
Plum Clafouti Sans Dough,French,French,4,997.71,14.8,7.98,more info,1630
French Toast Eggs,French,French,1,5.2,0.51,0.01,more info,1631
French Bean and Parmesan Salad,French,French,2,12732.47,46.35,1359.32,more info,1632
Corn and Tomato French Pasta,French,French,4-6,2901.58,99.95,257.48,more info,1633
Cauliflower and Potato Gratin (Russ Parsons),French,French,8,1202.86,57.46,73.91,more info,1634
French Filled Macaroons,French,French,46 cookies,3201.44,13.45,244.96,more info,1635
Almond-Raspberry Jalousie,French,French,8,1496.94,20.68,102.18,more info,1636
French Apple Pie,French,French,8,1292.1,12.3,3.43,more info,1637
Amazingly Delicious Chocolate Mousse,French,French,3,4726.84,164.79,115.92,more info,1638
Artichoke French,French,French,5 artichokes,1352.37,2.84,144.42,more info,1639
Provence Lavender Cordial-Syrup,French,French,1 1/2 cups of Syrup,159.9,5,2.49,more info,1640
Herbes De Provence,French,French,3/4 cup,0.91,0.02,0.04,more info,1641
Chocolate & Raspberry Moelleux by Pierre Hermé,French,French,12,207060.6,897.29,1919.45,more info,1642
Classic Champagne Cocktail,French,French,1,109.71,0,0,more info,1643
Crusty French Onion Mini- Sticks,French,French,12,2106.56,35.57,8,more info,1644
French Leek Flamiche - Quiche,French,French,1 quiche,916.6,29.64,69.99,more info,1645
Herbes De La Garrigue,French,French,20,338.36,53.3,6.25,more info,1646
Fresh Tomatoes With Caper Dressing,French,French,8,412.79,8.65,28.44,more info,1647
"Green Beans With Shallots, Lemon, and Thyme",French,French,4,346.09,10.99,21.7,more info,1648
Twisted Tartar Sauce (French Polynesia),French,French,2 cups,1479.37,3.71,151.33,more info,1649
Eggplant Creole,French,French,4,778.24,18.06,50.34,more info,1650
Shallot Tarte Tatin,French,French,6,57600,2000,80,more info,1651
Andorran Portabella Omelet,French,French,2,970.65,54.62,80.27,more info,1652
French Chocolate Cake,French,French,10,3654.28,94.02,247.74,more info,1653
Alsace Onion Flan,French,French,4-6,23007.49,1210.97,1234.55,more info,1654
Sauce Suèdoise,French,French,2 cups,706.81,4.66,13.96,more info,1655
"Mushroom, Zucchini, Gruyere Tartlet",French,French,1 tart,14207.79,2834.57,177.51,more info,1656
Kentucky Creamy Cheddar Grits Souffle,French,French,6-8,2144.36,89.24,111.3,more info,1657
Brioche French Toast With Fresh Berry Compote,French,French,6,2418.55,104.08,51.97,more info,1658
Buckwheat Buttermilk Pancakes,French,French,2,698.51,18.55,16.8,more info,1659
Whole Wheat Sables With Za'atar,French,French,20 cookies,1072.72,35.73,64.02,more info,1660
Brie Twice Baked Potatoes,French,French,10,1623.21,51.75,149.94,more info,1661
Fennel Provencal,French,French,2-4,332.42,10.12,15.1,more info,1662
White Sauce-Bechamel Sauce,French,French,6,577.1,22.47,30.77,more info,1663
French Salad Dressing,French,French,20,7088.4,4.01,428.9,more info,1664
Gluten-Free Vegetarian Cake Salé (Savory Cake),French,French,1 loaf,55557.21,570.44,5749.61,more info,1665
James Martin - Mango Parfait & Meringue Stacks,French,French,6,226.01,39.94,1.3,more info,1666
Quick and Easy Artisan Boule (French Free-Form Loaf),French,French,4 1 lb loaves,16.65,2.14,0.08,more info,1667
Soupe Au Pistou from Nice,French,French,4,371.45,17,3.12,more info,1668
French Chocolate Sauce,French,French,1 cup,594.07,8.29,5.33,more info,1669
Cherry Limeade Macarons,French,French,30-50 macarons,2826.54,32.83,58.29,more info,1670
Pineapple Coconut Cheesecake,French,French,8-10,1579.53,74.75,72.04,more info,1671
French Toast Kebobs,French,French,4,1802.11,157.46,71.6,more info,1672
Vegetable Ragout,French,French,4-6,758.98,24.37,30.84,more info,1673
Easy Berry Tarts,French,French,6,138.34,7.86,7.37,more info,1674
Brussel Sprouts With Carrots,French,French,6,446.75,22.97,16.37,more info,1675
Yogurt French Dressing,French,French,16 tablespoons,439.9,0.39,42.1,more info,1676
Potatoes Dauphinoise,French,French,6-8,1502.89,47.95,137.2,more info,1677
Endive Salad With Gouda,French,French,1 salad,668.07,8.25,55.68,more info,1678
Whole Wheat French Bread (Bread Machine),French,French,1 loaf,1847.75,55.23,5.03,more info,1679
Herbed Julienned Vegetables,French,French,4,340.68,10.24,22.01,more info,1680
Provincial Winemaker's Cake,French,French,"1 9"" cake",2358.64,25.09,187.87,more info,1681
Frozen Mud Pie,French,French,6,587.95,12.26,29.64,more info,1682
Aligot,French,French,2,2346.69,111.71,181.15,more info,1683
Saintly Smooth Fudge,French,French,1 8x5,2214.09,118.95,53.94,more info,1684
Brownie Pudding,French,French,4-6,2150.75,13.52,31.7,more info,1685
French Potato Salad,French,French,6-8,635.03,17.14,1.27,more info,1686
Dave's Basic Crepes Recipe,French,French,4-6,811.05,29.96,26.37,more info,1687
Sunny Provencal Tomato Soup,French,French,6,701.56,20.99,30.23,more info,1688
Roasted French Vegetables in Hot Balsamic and Olive Oil Dressing,French,French,6,545.22,19.44,3.43,more info,1689
Chilled Sorrel Soup,French,French,6,753.62,23.83,54.63,more info,1690
Chestnut Souffle,French,French,4,583.71,26.59,19.74,more info,1691
Almond Pear Clafouti,French,French,8,3190.41,48.1,242.2,more info,1692
Contessa's Heirloom Tomatoes With Blue Cheese Dressing,French,French,6-8,2252.52,271.46,121.27,more info,1693
Fennel in Sherry,French,French,6,3420,106.86,288,more info,1694
French Vanilla Ice Cream,French,French,8,957.07,26.16,34.01,more info,1695
Haricots Verts With Toasted Walnuts and Chevre,French,French,4,730.45,13.09,73.13,more info,1696
Bearnaise Bread (Bread Machine- Abm),French,French,1 1.5-lb loaf,2026.21,23.42,49.68,more info,1697
Cherries Poached in Vanilla - Cerises Pochées,French,French,20,771.58,3.1,0.93,more info,1698
Chilled Pea Soup Verrines,French,French,8,1609.5,67.11,28.23,more info,1699
Socca (Provencal Savory Chickpea Pancake) - Gluten-Free,French,French,2,738.94,21.32,46.74,more info,1700
Socca (Chickpea Flour Crepe),French,French,12 crepes,961.18,52.43,50.54,more info,1701
Mini Leek Tarts,French,French,9 mini tarts,2042.86,62.66,147.18,more info,1702
"""country Style"" Onion Soup",French,French,4-6,840.24,43.64,62.84,more info,1703
Plum Clafouti,French,French,4-6,334294.78,3398.31,34560.55,more info,1704
Frangipane Apple Almond Tart,French,French,1 pie,1252.3,30.34,66.86,more info,1705
Raspberry Roasted Cream,French,French,6,105486.05,1000.67,7112.5,more info,1706
Hearty Vegan Summer Stew,French,French,6,3987.35,122.04,78.86,more info,1707
Better Baked French Toast,French,French,12 slices,1176.11,53.63,37.43,more info,1708
Savoury Cheese Galette,French,French,4-6,4113.03,54.38,397.53,more info,1709
Crème Brulée Sugar,French,French,6 brulee toppings,619.49,0.13,0,more info,1710
Mini Brioches (bread Machine),French,French,6 Brioches,2093.24,51.38,45.51,more info,1711
Aioli,French,French,4,35911.48,5.39,4059.02,more info,1712
