Ingredient Name,Quantity,Unit,State,Energy (kcal),Carbohydrates,Protein (g),Total Lipid (Fat) (g),recipe_key
salt,2,teaspoons,,-,-,-,-,1124
chicken bouillon,4,cubes,,42.72,2.88,2.66,2.22,1124
wedge lime,8,,,1613.87,0,359.04,9.06,1124
cream,1/2,cup,sour,227.7,5.32,2.8,22.25,1124
vegetable oil,4,tablespoons,,468.92,0,0,54.4,1125
potato,4,,peeled halved,-,-,-,-,1125
onion,2,,chopped,120,28.02,3.3,0.3,1125
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,1125
ginger root,1,tablespoon,minced,0.8,0.17,0.01,0,1125
chili powder,1/2,teaspoon,,3.8,0.67,0.18,0.19,1125
black pepper,1/2,teaspoon,ground,2.88,0.73,0.11,0.03,1125
turmeric,1/2,teaspoon,ground,4.68,1,0.14,0.04,1125
cumin,1,teaspoon,ground,7.87,0.92,0.37,0.46,1125
salt,1,teaspoon,,-,-,-,-,1125
tomato,2,,peeled chopped,56.58,12.54,2.95,0.49,1125
yogurt,2,tablespoons,,18.68,1.42,1.06,0.99,1125
mint leaf,2,tablespoons,chopped,403.46,0,89.76,2.26,1125
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1125
cinnamon,1,piece,,-,-,-,-,1125
chicken,3,pounds,boneless skinless cut,2896.8,1.76,249.28,201.68,1125
vegetable oil,2 1/2,tablespoons,,468.92,0,0,54.4,1125
onion,1,,diced,120,28.02,3.3,0.3,1125
saffron,1,pinch,powdered,-,-,-,-,1125
pod cardamom,5,,,403.46,0,89.76,2.26,1125
clove,3,,,17.26,4.12,0.37,0.81,1125
cinnamon,1,piece,,-,-,-,-,1125
ginger,1/2,teaspoon,ground,0.8,0.17,0.01,0,1125
basmati rice,1,pound,,403.46,0,89.76,2.26,1125
chicken stock,4,cups,,345.6,33.88,24.19,11.52,1125
salt,1,1/2 teaspoons,,-,-,-,-,1125
vegetable oil,1/4,cup,,469.79,0,0,54.5,1126
chicken,1,,cut,-,-,-,-,1126
spinach,2,pounds,rinsed chopped,208.65,32.93,25.94,3.53,1126
water,1/4,cup,,0,0,0,0,1126
onion,2,,minced,120,28.02,3.3,0.3,1126
garlic,5,cloves,minced,22.35,4.95,0.95,0.07,1126
ginger root,1,piece,minced,-,-,-,-,1126
tomato,1,can,crushed,62.06,13.76,3.23,0.53,1126
coriander,1,teaspoon,ground,5.36,0.98,0.22,0.31,1126
cayenne pepper,1/2,teaspoon,,2.86,0.5,0.1,0.15,1126
turmeric,1/2,teaspoon,ground,4.68,1,0.14,0.04,1126
cardamom pod,2,,,-,-,-,-,1126
clove,2,,,11.5,2.75,0.25,0.54,1126
salt,1,teaspoon,,-,-,-,-,1126
water,1,tablespoon,,0,0,0,0,1126
milk,1/4,cup,,37.21,2.91,1.92,1.99,1126
garam masala,1,teaspoon,,-,-,-,-,1126
cream,6,tablespoons,sour,142.56,3.33,1.75,13.93,1126
butter,2,tablespoons,,171,7.85,5.34,14.4,1126
red chile pepper,5,,chopped,-,-,-,-,1127
coriander seed,1,teaspoon,,5.36,0.98,0.22,0.31,1127
chili powder,2,teaspoons,,15.22,2.68,0.72,0.77,1127
poppy seed,1,teaspoon,,14.7,0.78,0.5,1.16,1127
cumin seed,1,teaspoon,,7.87,0.92,0.37,0.46,1127
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,1127
cardamom,1,teaspoon,ground,6.22,1.36,0.21,0.13,1127
anise seed,1,teaspoon,,7.07,1.05,0.36,0.33,1127
green chile pepper,3,,chopped,269.86,63.82,13.49,1.34,1127
tamarind pulp,1 1/2,tablespoons,seeded,-,-,-,-,1127
ginger root,1,slice,,1.76,0.39,0.04,0.01,1127
cilantro,1,teaspoon,,0.07,0.01,0,0,1127
olive oil,4,tablespoons,,477.36,0,0,54,1127
onion,2,,chopped,128,29.88,3.52,0.32,1127
chicken meat,3 1/2,pounds,shredded,1682.82,0,304.65,51.75,1127
coconut,1/2,cup,shredded,141.6,6.09,1.33,13.39,1127
chicken,1,,cut,-,-,-,-,1128
ginger root,2,teaspoons,minced,3.2,0.71,0.07,0.03,1128
garlic,2,teaspoons,minced,8.34,1.85,0.35,0.02,1128
cilantro,1,bunch,,-,-,-,-,1128
cumin,1,teaspoon,ground,7.87,0.92,0.37,0.46,1128
jalapeno chile pepper,1,,,26.1,5.85,0.81,0.33,1128
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,1128
cashew,1/4,cup,ground unsalted,-,-,-,-,1128
heavy whipping cream,1,cup,,408,3.28,3.4,43.29,1128
salt,to taste,,,-,-,-,-,1128
butter,1,tablespoon,,85.5,3.92,2.67,7.2,1129
onion,1,,chopped,64,14.94,1.76,0.16,1129
garlic,3,cloves,minced,13.41,2.97,0.57,0.04,1129
chicken breast meat,2,pounds,skinless boneless cut,1281.28,0.35,156.26,72.57,1129
curry paste,3,tablespoons,,-,-,-,-,1129
mango chutney,1/2,cup,,49.5,12.35,0.67,0.31,1129
tomato,1,can,diced drained,62.06,13.76,3.23,0.53,1129
chicken tender,1,pound,cut,1143.05,79.65,74.16,58.46,1130
garam masala,2,teaspoons,,-,-,-,-,1130
garlic powder,1,teaspoon,,10.26,2.25,0.51,0.02,1130
salt black pepper,to taste,,,-,-,-,-,1130
olive oil,2,tablespoons,,238.68,0,0,27,1130
yellow onion,1/2,,diced,32,7.47,0.88,0.08,1130
chicken stock,1 1/2,cups,,129.6,12.7,9.07,4.32,1130
apricot preserve,1,cup,,774.4,206.08,2.24,0.64,1130
white vinegar,1/4,cup,,10.71,0.02,0,0,1130
lime zest,1,teaspoon,,-,-,-,-,1130
butter,1,tablespoon,,85.5,3.92,2.67,7.2,1130
chicken breast half,8,,bone-in skinless,-,-,-,-,1131
salt pepper,to taste,,,-,-,-,-,1131
olive oil,1,tablespoon,,119.34,0,0,13.5,1131
onion,2,,peeled quartered,128,29.88,3.52,0.32,1131
ginger root,1,teaspoon,chopped,1.6,0.35,0.03,0.01,1131
garlic,1,teaspoon,crushed,4.17,0.92,0.17,0.01,1131
curry powder,1,tablespoon,,20.47,3.51,0.9,0.88,1131
tomato sauce,1,can,,-,-,-,-,1131
coconut milk,1,can,,827.58,19.93,8.23,85.78,1131
clove,4,,,23.01,5.5,0.5,1.09,1131
pod cardamom,4,,,-,-,-,-,1131
cinnamon,1,,,-,-,-,-,1131
salt,to taste,,,-,-,-,-,1131
chicken,1,pound,ground,965.6,0.58,83.09,67.22,1132
red onion,1,,chopped,28,6.53,0.77,0.07,1132
cilantro,1/2,cup,chopped,1.84,0.29,0.17,0.04,1132
red chile pepper,2,tablespoons,ground,-,-,-,-,1132
non yogurt,2,tablespoons,fat,-,-,-,-,1132
tandoori paste,1,tablespoon,,-,-,-,-,1132
lemon juice,1,tablespoon,,3.35,1.05,0.05,0.03,1132
parsley,1,tablespoon,chopped,1.36,0.24,0.11,0.03,1132
cumin,2,teaspoons,ground,15.75,1.85,0.74,0.93,1132
red pepper flake,1,teaspoon,,-,-,-,-,1132
garlic paste,1,teaspoon,,-,-,-,-,1132
ginger paste,1,teaspoon,,-,-,-,-,1132
garam masala,1/2,teaspoon,,-,-,-,-,1132
bread crumb,1,cup,,426.6,77.73,14.41,5.72,1132
egg,1,,,71.5,0.36,6.28,4.75,1132
extra virgin olive oil,2,tablespoons,,-,-,-,-,1132
yogurt,1,container,,103.7,7.92,5.89,5.52,1133
garlic,1,clove,mashed,4.47,0.99,0.19,0.01,1133
lemon juice,2,tablespoons,,6.71,2.1,0.1,0.07,1133
garam masala,1 1/2,teaspoons,,-,-,-,-,1133
white pepper,2,teaspoons,,14.2,3.29,0.49,0.1,1133
saffron thread,5,,,-,-,-,-,1133
salt,to taste,,,-,-,-,-,1133
chicken,1 1/2,pounds,skinless boneless cut,1448.4,0.88,124.64,100.84,1133
vegetable oil,1,tablespoon,,117.23,0,0,13.6,1133
cumin seed,1,teaspoon,,7.87,0.92,0.37,0.46,1133
heavy cream,1/4,cup,,102,0.82,0.85,10.82,1133
olive oil,2,tablespoons,,238.68,0,0,27,1134
cinnamon,1,piece,,-,-,-,-,1134
cardamom pod,1,,,1210.4,0,269.28,6.8,1134
anise pod,1/2,star,,1210.4,0,269.28,6.8,1134
clove,3,,,17.26,4.12,0.37,0.81,1134
curry leaf,2,teaspoons,chopped,1210.4,0,269.28,6.8,1134
shallot,1,tablespoon,chopped,7.2,1.68,0.25,0.01,1134
garlic,4,cloves,chopped,17.88,3.96,0.76,0.06,1134
ginger root,1,slice,chopped,1.76,0.39,0.04,0.01,1134
curry paste,4,tablespoons,,1210.4,0,269.28,6.8,1134
coconut milk,1/2,cup,,276,6.64,2.74,28.6,1134
water,2,cups,,0,0,0,0,1134
chicken breast half,3,pounds,skinless boneless cut,1210.4,0,269.28,6.8,1134
tamarind juice,2,tablespoons,,17.88,4.62,0.02,0.03,1134
salt,to taste,,,-,-,-,-,1134
vegetable oil,1,tablespoon,,117.23,0,0,13.6,1135
cinnamon,4,,,-,-,-,-,1135
clove,10,,,57.54,13.76,1.25,2.73,1135
cardamom seed,10,,,-,-,-,-,1135
onion,1,,sliced,64,14.94,1.76,0.16,1135
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,1135
chicken breast half,2,,skinless boneless,-,-,-,-,1135
salt,1/2,teaspoon,,-,-,-,-,1135
red pepper flake,1/2,teaspoon,crushed,-,-,-,-,1135
coriander,1/2,teaspoon,ground,2.68,0.49,0.11,0.15,1135
cumin,1/2,teaspoon,ground,3.93,0.46,0.18,0.23,1135
tomato sauce,1/2,cup,,-,-,-,-,1135
water,1/2,cup,,0,0,0,0,1135
buttermilk,1/2,cup,,-,-,-,-,1135
parsley,2,tablespoons,chopped,2.73,0.48,0.22,0.06,1135
yogurt,1 1/2,cups,,224.17,17.12,12.75,11.94,1136
lemon juice,3,tablespoons,,10.06,3.15,0.16,0.1,1136
curry powder,3/4,teaspoon,,4.87,0.83,0.21,0.21,1136
onion powder,3/4,teaspoon,,6.13,1.42,0.18,0.01,1136
salt,3/4,teaspoon,,-,-,-,-,1136
garlic powder,3/4,teaspoon,,7.69,1.69,0.38,0.01,1136
chicken breast half,1,pound,skinless boneless cut,403.46,0,89.76,2.26,1136
bread crumb,3/4,cup,,319.95,58.3,10.81,4.29,1136
purpose flour,1/4,cup,,403.46,0,89.76,2.26,1136
butter,1/2,cup,unsalted,684,31.42,21.37,57.6,1136
vegetable oil,2,tablespoons,,234.46,0,0,27.2,1137
cumin seed,1,teaspoon,,7.87,0.92,0.37,0.46,1137
onion,2,,chopped,88,20.54,2.42,0.22,1137
turmeric,1,teaspoon,ground,9.36,2.01,0.29,0.09,1137
cayenne pepper,1,teaspoon,,5.72,1.01,0.21,0.31,1137
garam masala,1,teaspoon,,-,-,-,-,1137
garlic,1,clove,minced,4.47,0.99,0.19,0.01,1137
ginger,1,tablespoon,minced,4.8,1.06,0.1,0.04,1137
tomato,5,,peeled seeded chopped,310.34,68.81,16.19,2.69,1137
chicken breast meat,1,pound,skinless boneless cubed,640.64,0.17,78.13,36.28,1137
water,1,cup,,0,0,0,0,1138
tomato,1,can,stewed,62.06,13.76,3.23,0.53,1138
cooking brown rice,3/4,cup,,302.6,0,67.32,1.7,1138
raisin,1/2,cup,,249.15,65.6,2.79,0.37,1138
lemon juice,1,tablespoon,,3.35,1.05,0.05,0.03,1138
curry powder,3,teaspoons,,19.5,3.34,0.85,0.84,1138
chicken bouillon,1,cube,,10.68,0.72,0.66,0.55,1138
cinnamon,1/2,teaspoon,ground,-,-,-,-,1138
salt,1/4,teaspoon,,-,-,-,-,1138
garlic,2,cloves,minced,8.94,1.98,0.38,0.03,1138
bay leaf,1,,,-,-,-,-,1138
chicken breast half,3/4,pound,skinless boneless cut,302.6,0,67.32,1.7,1138
vegetable oil,1/4,cup,,469.79,0,0,54.5,1139
chicken,1,,cut,-,-,-,-,1139
tomato,1/4,cup,diced,6.7,1.44,0.32,0.07,1139
ginger paste,3,tablespoons,,-,-,-,-,1139
serrano chile pepper,2,,,-,-,-,-,1139
black peppercorn,2,teaspoons,crushed,-,-,-,-,1139
salt,1/2,teaspoon,,-,-,-,-,1139
water,1/2,cup,,0,0,0,0,1139
olive oil,2 1/2,tablespoons,,298.35,0,0,33.75,1140
yogurt,3,tablespoons,,28.02,2.14,1.59,1.49,1140
white vinegar,2,tablespoons,distilled,5.36,0.01,0,0,1140
onion,1,,sliced,44,10.27,1.21,0.11,1140
garlic,2,cloves,crushed,8.94,1.98,0.38,0.03,1140
ginger paste,1,tablespoon,,-,-,-,-,1140
green chile pepper,2,,,-,-,-,-,1140
tomato,2,,chopped,44.28,9.56,2.16,0.49,1140
garam masala,2,tablespoons,,-,-,-,-,1140
mint,1,tablespoon,,2.5,0.47,0.18,0.04,1140
salt pepper,to taste,,,-,-,-,-,1140
cilantro,5,sprigs,,2.55,0.4,0.23,0.05,1140
chicken,1,,cut,-,-,-,-,1140
water,2,quarts,,-,-,-,-,1140
basmati rice,4,cups,uncooked,-,-,-,-,1140
bay leaf,1,,,-,-,-,-,1140
green cardamom,4,pods,,-,-,-,-,1140
black cardamom,1,pod,,-,-,-,-,1140
cinnamon,1,,,-,-,-,-,1140
salt,to taste,,,-,-,-,-,1140
yellow food coloring,1/4,teaspoon,powdered,-,-,-,-,1140
cooking oil,2,tablespoons,,-,-,-,-,1141
ginger,1/2,teaspoon,ground,0.8,0.17,0.01,0,1141
red chile powder,1/2,teaspoon,,0.62,0.13,0.02,0,1141
cinnamon,1/2,teaspoon,ground,-,-,-,-,1141
turmeric,1/2,teaspoon,ground,4.68,1,0.14,0.04,1141
white pepper,1/2,teaspoon,ground,3.55,0.82,0.12,0.02,1141
onion,1,,chopped,60,14.01,1.65,0.15,1141
garlic,1,clove,minced,4.47,0.99,0.19,0.01,1141
tomato,1,cup,chopped canned,41.4,9.18,2.16,0.36,1141
chicken breast half,2,,skinless boneless cubed,-,-,-,-,1141
chicken stock,1/4,cup,,21.6,2.11,1.51,0.72,1141
almond,2,tablespoons,ground,240.44,0,0,27.2,1141
heavy cream,1/4,cup,,102,0.82,0.85,10.82,1141
yogurt,1/4,cup,,37.36,2.85,2.12,1.99,1141
olive oil,2,tablespoons,,238.68,0,0,27,1142
onion,2,,diced,120,28.02,3.3,0.3,1142
ginger garlic paste,1,tablespoon,,-,-,-,-,1142
tomato,2,,diced,65.52,14.15,3.2,0.72,1142
cayenne pepper,1,teaspoon,,5.72,1.01,0.21,0.31,1142
curry powder,1,teaspoon,,6.5,1.11,0.28,0.28,1142
garam masala,1,teaspoon,,-,-,-,-,1142
turmeric,1,teaspoon,ground,9.36,2.01,0.29,0.09,1142
cumin,1,teaspoon,ground,7.87,0.92,0.37,0.46,1142
chicken breast half,4,,skinless boneless cut,-,-,-,-,1142
potato,2,,red-skinned chopped,-,-,-,-,1142
cilantro,1/2,cup,,1.84,0.29,0.17,0.04,1142
saffron,1,pinch,,0.13,0.02,0,0,1143
milk,2,tablespoons,,18.3,1.43,0.94,0.98,1143
vanilla ice cream,1 1/2,quarts,softened,-,-,-,-,1143
rose syrup,1 1/2,tablespoons,,-,-,-,-,1143
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1143
pistachio nut,1/4,cup,chopped,172.2,8.35,6.19,13.93,1143
green cardamom,4,pods,,-,-,-,-,1144
milk,1,cup,,148.84,11.66,7.68,7.97,1144
egg,4,,beaten,286,1.44,25.12,19.02,1144
sugar,3/4,cup,,604.48,151.19,0,0,1144
shortening,1/2,cup,,906.1,0,0,102.5,1144
semolina,1,teaspoon,,12.52,2.53,0.44,0.03,1144
milk powder,1/2,cup,,27.93,4.31,1.62,0.47,1144
oil,1,quart,,-,-,-,-,1145
white bread,8,slices,cut,-,-,-,-,1145
cashew,1/4,cup,,-,-,-,-,1145
almond,1/4,cup,sliced,481.78,0,0,54.5,1145
pistachio nut,2,tablespoons,,86.1,4.17,3.09,6.96,1145
milk,1 1/4,cups,,186.05,14.57,9.6,9.97,1145
milk,5,tablespoons,evaporated,172.5,4.15,1.71,17.88,1145
white sugar,3/4,cup,,580.5,149.97,0,0,1145
cardamom,1,teaspoon,ground,6.22,1.36,0.21,0.13,1145
saffron,1,pinch,,0.13,0.02,0,0,1145
white rice,1/2,cup,,337.62,73.95,6.59,0.61,1146
milk,4,cups,divided,2208,53.18,21.98,228.86,1146
white sugar,1 1/2,cups,,1161,299.94,0,0,1146
ghee butter,1,cup,clarified,-,-,-,-,1146
cashew,2,teaspoons,chopped,-,-,-,-,1146
pistachio,2,teaspoons,chopped,28.7,1.39,1.03,2.32,1146
almond,2,teaspoons,chopped,79.56,0,0,9,1146
basil cream,,,sweet,-,-,-,-,1147
heavy whipping cream,1 1/2,cups,,612,4.93,5.11,64.94,1147
basil,1,bunch,washed,-,-,-,-,1147
curry lemon curd,,,sweet,-,-,-,-,1147
white sugar,1,cup,,774,199.96,0,0,1147
egg,2,,beaten,143,0.72,12.56,9.51,1147
curry powder,2,tablespoons,mild,40.95,7.03,1.8,1.76,1147
lemon juice,3/4,cup,,40.26,12.62,0.64,0.43,1147
lemon,3,,zested,3.84,1.23,0.14,0.03,1147
butter,1/4,cup,unsalted melted,342,15.71,10.68,28.8,1147
coconut cupcake,,,,-,-,-,-,1147
white cake mix,1,package,,901.19,180.69,6.81,19.06,1147
coconut,1,cup,sweetened flaked,283.2,12.18,2.66,26.79,1147
water,1 1/4,cups,,0,0,0,0,1147
egg,3,,,143,0.72,12.56,9.51,1147
vegetable oil,1/3,cup,,626.38,0,0,72.66,1147
coconut extract,2,tablespoons,,-,-,-,-,1147
confectioner sugar,6,cups,divided,-,-,-,-,1147
cream cheese,1/2,package,,-,-,-,-,1147
silver decorating candy,1,tablespoon dragees,,-,-,-,-,1147
ghee butter,1/2,cup,clarified,-,-,-,-,1148
cashew,1/4,cup,,-,-,-,-,1148
raisin,1/4,cup,,124.57,32.8,1.39,0.18,1148
yellow lentil,1/2,cup,split,-,-,-,-,1148
basmati rice,1,cup,,-,-,-,-,1148
milk,1 1/2,cups,,223.26,17.49,11.52,11.96,1148
jaggery,1,cup,,-,-,-,-,1148
white sugar,1/2,cup,,387,99.98,0,0,1148
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1148
edible camphor,1,pinch,,-,-,-,-,1148
ghee butter,3/4,cup,clarified,-,-,-,-,1149
chickpea flour,2,cups,,712.08,106.38,41.19,12.3,1149
coconut,1/2,cup,shredded sweetened,141.6,6.09,1.33,13.39,1149
almond,3,tablespoons,ground,360.67,0,0,40.8,1149
superfine castor sugar,1/2,cup,,-,-,-,-,1149
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1149
ghee butter,1,teaspoon,clarified,-,-,-,-,1150
vermicelli,2,ounces,,202.98,42.97,6.03,0.74,1150
milk,1,can,evaporated,103.5,2.49,1.03,10.72,1150
water,12,fluid ounces,,-,-,-,-,1150
milk,3,tablespoons,sweetened condensed,103.5,2.49,1.03,10.72,1150
cinnamon,1/4,teaspoon,ground,-,-,-,-,1150
raisin,3,tablespoons,,93.43,24.6,1.04,0.14,1150
almond,1/2,cup,toasted,963.56,0,0,109,1150
ghee butter,1,1/4 pounds,clarified,-,-,-,-,1151
chickpea flour,2,pounds,,3510.8,524.53,203.11,60.69,1151
confectioner sugar,6,cups,,-,-,-,-,1151
cardamom,1,tablespoon,ground,18.03,3.97,0.62,0.38,1151
milk,,,,-,-,-,-,1151
coconut,2,cups,grated,775.2,88.14,5.32,47.58,1152
jaggery,1,cup,grated,-,-,-,-,1152
milk powder,1/4,cup,,13.96,2.15,0.81,0.23,1152
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1152
ghee butter,2,teaspoons,clarified,-,-,-,-,1152
milk,3,cups,,446.52,34.98,23.05,23.93,1153
heavy whipping cream,3,cups,,1224,9.86,10.22,129.88,1153
white sugar,3,cups,,2322,599.88,0,0,1153
cinnamon,4,,,-,-,-,-,1153
black tea,4,tablespoons,,30.48,7.31,0,0.14,1153
garam masala,3,tablespoons,,-,-,-,-,1153
black peppercorn,10,,,-,-,-,-,1153
cardamom pod,6,,,-,-,-,-,1153
star anise pod,2,,,-,-,-,-,1153
nutmeg,1,teaspoon,ground,11.55,1.08,0.12,0.79,1153
vanilla extract,1,tablespoon,,37.44,1.64,0,0,1153
chocolate,1,cup,chopped semisweet,140.94,23.01,5,3.49,1153
milk,2,cups,,297.68,23.32,15.37,15.95,1154
milk,1/2,cup,condensed,276,6.64,2.74,28.6,1154
milk powder,1/4,cup,,13.96,2.15,0.81,0.23,1154
white sugar,2,teaspoons,,32.5,8.39,0,0,1154
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1154
saffron thread,1,pinch,,-,-,-,-,1154
pistachio nut,1/4,cup,chopped,172.2,8.35,6.19,13.93,1154
poppy seed,3,tablespoons,,138.6,7.42,4.74,10.97,1155
almond,3,tablespoons,,360.67,0,0,40.8,1155
white rice,1,tablespoon,uncooked,42.2,9.24,0.82,0.07,1155
coconut,1/2,cup,grated,193.8,22.03,1.33,11.89,1155
water,2,cups,,0,0,0,0,1155
jaggery,1,cup,grated,-,-,-,-,1155
saffron thread,1,pinch,,-,-,-,-,1155
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1155
non milk powder,1,cup,fat,-,-,-,-,1156
self rising flour,1/2,cup,,-,-,-,-,1156
butter,2,tablespoons,softened,171,7.85,5.34,14.4,1156
milk,1/2,cup,,74.42,5.83,3.84,3.98,1156
syrup,,,,-,-,-,-,1156
confectioner sugar,1,cup,,-,-,-,-,1156
white sugar,1,cup,,774,199.96,0,0,1156
water,1,cup,,0,0,0,0,1156
yogurt,6,cups,,896.7,68.5,51,47.77,1157
saffron thread,2,,,-,-,-,-,1157
milk,2,tablespoons,,18.3,1.43,0.94,0.98,1157
confectioner sugar,4,cups,,-,-,-,-,1157
cardamom,1,teaspoon,ground,6.22,1.36,0.21,0.13,1157
pistachio nut,1/4,cup,chopped,172.2,8.35,6.19,13.93,1157
yellow food coloring,2,drops,,-,-,-,-,1157
milk,1 1/4,cups,evaporated,690,16.62,6.87,71.52,1158
milk,1 1/4,cups,sweetened condensed,690,16.62,6.87,71.52,1158
topping,1,container,thawed whipped,-,-,-,-,1158
white bread,4,slices,,-,-,-,-,1158
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1158
almond,1,cup,,1927.12,0,0,218,1159
water,very,,,0,0,0,0,1159
milk,1/3,cup,,49.61,3.88,2.56,2.65,1159
white sugar,1,cup,,774,199.96,0,0,1159
butter,2,tablespoons,,171,7.85,5.34,14.4,1159
cardamom,1/4,teaspoon,ground,1.55,0.34,0.05,0.03,1159
butter,1/2,cup,unsalted,684,31.42,21.37,57.6,1160
marshmallow,1,package,,-,-,-,-,1160
rice cereal,6,cups,,-,-,-,-,1160
cardamom,1,teaspoon,ground,6.22,1.36,0.21,0.13,1160
cashew nut,1,cup,chopped unsalted,-,-,-,-,1160
golden raisin,1,cup,,498.3,131.2,5.59,0.75,1160
half,1,quart,,-,-,-,-,1161
white sugar,2,cups,,1548,399.92,0,0,1161
milk,1,can,sweetened condensed,827.58,19.93,8.23,85.78,1161
bread,1,loaf,sliced divided,-,-,-,-,1161
oil,,,,-,-,-,-,1161
milk,1,cup,,148.84,11.66,7.68,7.97,1162
water,1/2,cup,,0,0,0,0,1162
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1162
ghee butter,3/4,cup,clarified,-,-,-,-,1162
chickpea flour,1,cup,,356.04,53.19,20.59,6.15,1162
sugar,1,cup,,805.98,201.59,0,0,1162
saffron thread,1,pinch,,-,-,-,-,1163
hot milk,1 1/2,cups,,288.75,40.27,13.2,8.77,1163
vegetable oil,3/4,cup,,1409.37,0,0,163.5,1163
fine semolina,1 1/4,cups,,-,-,-,-,1163
banana,1/2,cup,,100.12,25.69,1.22,0.37,1163
white sugar,1 1/4,cups,,967.5,249.95,0,0,1163
ghee butter,1/2,cup,clarified,-,-,-,-,1163
cashew,1/2,cup,,-,-,-,-,1163
raisin,1/2,cup,,249.15,65.6,2.79,0.37,1163
bread,10,slices,cut,-,-,-,-,1164
vegetable oil,1,cup,,1879.16,0,0,218,1164
white sugar,1,cup,,774,199.96,0,0,1164
water,1 1/2,cups,,0,0,0,0,1164
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1164
milk,2,cups,,297.68,23.32,15.37,15.95,1164
raisin,1/4,cup,,124.57,32.8,1.39,0.18,1164
almond,1/4,cup,chopped,481.78,0,0,54.5,1164
cashew,1/4,cup,chopped,-,-,-,-,1164
semolina flour,6,cups,,3607.2,729.75,127.05,10.52,1165
white sugar,7,cups,,5418,1399.72,0,0,1165
cardamom,1 1/2,tablespoons,ground,27.05,5.95,0.93,0.58,1165
ghee butter,1/2,cup,clarified,-,-,-,-,1165
cashew nut,1/3,cup,,-,-,-,-,1165
milk,1,cup,,148.84,11.66,7.68,7.97,1165
coconut milk,2,cups,,1104,26.59,10.99,114.43,1166
milk,2,cups,,297.68,23.32,15.37,15.95,1166
white sugar,3,tablespoons,,146.28,37.79,0,0,1166
basmati rice,1/2,cup,,-,-,-,-,1166
raisin,1/4,cup,,124.57,32.8,1.39,0.18,1166
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1166
rose water,1/2,teaspoon,,0,0,0,0,1166
almond,1/4,cup,sliced toasted,481.78,0,0,54.5,1166
pistachio nut,1/4,cup,chopped,172.2,8.35,6.19,13.93,1166
vegetable oil,1,quart,,-,-,-,-,1167
white bread,15,slices,cut,-,-,-,-,1167
milk,4,cups,,595.36,46.65,30.74,31.91,1167
white sugar,2,cups,,1548,399.92,0,0,1167
cardamom pod,4,,,-,-,-,-,1167
clove,4,,,23.01,5.5,0.5,1.09,1167
cinnamon,2,,,-,-,-,-,1167
saffron,1,pinch,,0.13,0.02,0,0,1167
almond,1/2,cup,toasted sliced,963.56,0,0,109,1167
milk,6,cups,,893.04,69.97,46.11,47.87,1168
lime juice,3,tablespoons,,11.34,3.82,0.19,0.03,1168
white sugar,2 1/2,cups,,1935,499.9,0,0,1168
water,6,cups,,0,0,0,0,1168
cardamom,1,teaspoon,ground,6.22,1.36,0.21,0.13,1168
heavy whipping cream,2,cups,,816,6.57,6.81,86.59,1169
white sugar,3/4,cup,divided,580.5,149.97,0,0,1169
rose water,2,tablespoons,,0,0,0,0,1169
coriander,1,teaspoon,ground,5.36,0.98,0.22,0.31,1169
cardamom,3,pinches,ground,1.16,0.25,0.04,0.02,1169
egg white,4,,,68.64,0.96,14.38,0.22,1169
cooking oil,1,quart,,-,-,-,-,1170
white bread,5,slices,quartered,-,-,-,-,1170
water,1,cup,,0,0,0,0,1170
white sugar,1/2,cup,,387,99.98,0,0,1170
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1170
cream,2,tablespoons,,99,1.99,1.08,10.4,1170
pistachio nut,2,tablespoons,chopped,86.1,4.17,3.09,6.96,1170
ghee butter,1/4,cup,clarified,-,-,-,-,1171
cashew,1/4,cup,,-,-,-,-,1171
milk,1 1/2,cups,,223.26,17.49,11.52,11.96,1171
white sugar,1,cup,,774,199.96,0,0,1171
semolina flour,3,tablespoons,,112.72,22.8,3.97,0.32,1171
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1171
water,2,cups,,0,0,0,0,1172
white sugar,2,cups,,1548,399.92,0,0,1172
cardamom,1/2,teaspoon,ground,3.11,0.68,0.1,0.06,1172
rose water,2,drops,,0,0,0,0,1172
saffron,1,pinch,,0.13,0.02,0,0,1172
purpose flour,2,tablespoons,,-,-,-,-,1172
baking soda,1/4,teaspoon,,0,0,0,0,1172
